x,y
0.771320643266746,8.321687575459437
0.0207519493594015,4.1492321967569925
0.6336482349262754,6.883606137803193
0.7488038825386119,8.050260264566871
0.4985070123025904,6.92938101615852
0.22479664553084766,5.211103245643786
0.19806286475962398,4.891603564621555
0.7605307121989587,7.607697569075042
0.16911083656253545,4.435452688914972
0.08833981417401027,4.205867706435355
0.6853598183677972,7.471834757116259
0.9533933461949365,9.335161061097878
0.003948266327914451,3.8318499083091515
0.5121922633857766,6.264186060368372
0.8126209616521135,7.936298974097478
0.6125260668293881,7.080535465453944
0.7217553174317995,7.460208431926141
0.29187606817063316,4.965939779309108
0.9177741225129434,9.569637250478907
0.7145757833976906,7.725892665843082
0.5425443680112613,6.517789427083011
0.14217004760152696,4.756015689871486
0.3733407600514692,5.368300061581098
0.6741336150663453,7.938325579328744
0.4418331744229961,6.21474139866657
0.4340139933332937,6.321990765534694
0.6177669784693172,6.88374610155826
0.5131382425543909,6.299671241838126
0.6503971819314672,7.676469643350694
0.6010389534045444,6.6645873279433525
0.8052231968327465,8.129674190359802
0.5216471523936341,6.780773133835409
0.9086488808086682,8.72402129677602
0.3192360889885453,5.37311037581683
0.09045934927090737,4.6494354399097
0.30070005663620336,5.9146285872585525
0.11398436186354977,4.364006080671299
0.8286813263076767,8.612253019832863
0.04689631938924976,3.299209945895372
0.6262871483113925,7.931202005950761
0.5475861559192435,6.973151620355284
0.8192869956700687,8.865830369552361
0.1989475396788123,4.867554070404516
0.8568503024577332,9.193904104624322
0.3516526394320879,5.810950830829338
0.7546476915298572,8.37850594082189
0.2959617068796787,4.954010382905823
0.8839364795611863,8.817759764128594
0.3255116378322488,5.785737906604386
0.16501589771914849,4.115639079742315
0.3925292439465873,5.8827017490090325
0.0934603745586503,3.7602048245973423
0.8211056578369285,8.535008302138428
0.15115201964256386,4.889755154818839
0.3841144486921996,5.412814773822523
0.9442607122388011,9.625646774265782
0.9876254749018722,9.603904474160599
0.4563045470947841,6.445044536585433
0.8261228438427398,8.194457851715962
0.25137413420705934,5.031586711648957
0.5973716482308843,6.93931440405031
0.9028317603316274,8.462059773119776
0.5345579488018151,6.244169501258425
0.5902013629854229,7.084934178154017
0.03928176722538734,4.129527495692406
0.3571817586345363,5.811845039290894
0.07961309015596418,3.939814860414369
0.30545991834281827,5.034446867096052
0.330719311982132,5.990229456737223
0.7738302962105958,8.361843934217367
0.039959208689977266,4.1790130340338285
0.42949217843163834,6.595164088863488
0.3149268718426883,5.613356802090571
0.6364911430675446,7.756219599153606
0.34634715008003303,5.8169671517204815
0.04309735620499444,3.283982366636553
0.879915174517916,9.180048579692484
0.763240587143681,7.790694082802519
0.8780966427248583,8.818796903833876
0.41750914383926696,6.120802112314296
0.6055775643937568,7.214290454706731
0.5134666274082884,7.094062717896948
0.5978366479629736,6.796796561564386
0.2622156611319503,4.590855816915601
0.30087130894070724,5.823744739817722
0.025399782050106068,4.0436081850599574
0.30306256065103476,5.366412406290415
0.24207587540352737,4.9527333408804175
0.5575781886626442,6.485544545112221
0.5655070198881675,6.7994570789162125
0.47513224741505056,5.964384333382687
0.2927979762895091,5.615784905038632
0.06425106069482445,3.478008849468193
0.9788191457576426,9.120055184588622
0.33970784363786366,5.726778539568624
0.4950486308824543,6.322889651539247
0.9770807259226818,9.649356446793607
0.4407738249006665,6.608924966695863
0.3182728054789512,5.331093036469397
0.5197969858753801,6.230910367584801
